product_id;movie_id;movie_title;price;image;actors;Attribute (Name:Type:Position);Value (Value:Position);0;Kategoria;Powiązania;Kraj wydania;Reżyseria;Obsada;Polska wersja;Opis;EAN;Dział;Data premiery;Tytuł oryginalny;Kraj;Rok produkcji;Scenariusz;Kategoria wiekowa (MPAA);Czas trwania;Dodatki;Obraz;Video;Rozdzielczość;Region Blu-Ray;Opakowanie;Liczba nośników
65;99785;Kevin sam w domu / Kevin sam w Nowym Jorku [2DVD];36.51;http://localhost/Kino/prestashop/img/p/65/65.jpg;John Heard,Catherine O'Hara,Larry Hankin,Bill Erwin,Hope Davis,Daniel Stern,Gerry Becker,Jim Ortlieb,Joe Pesci,Peter Siragusa,John Candy,Gerry Bamman,Devin Ratray,Paula Newsome,James Ryan,Kieran Culkin,Billie Bird,Alan Wilder,Ken Hudson Campbell,Macaulay Culkin,Roberts Blossom,Matt Doherty,Kristin Minter,Senta Moses Mikan,Ralph Foody,Angela Goethals,Mark Beltzman,Ann Whitney,Terrie Snell,Virginia Smith,John Hardy,Michael C. Maronna,Ray Toler,Clarke Devereux,Porscha Radcliffe,Dianne B. Shaw,Michael Hansen,Diana Rein,Anna Slotky,Jeffrey Wiseman,Michael Guido,Kate Johnson,Monica Devereux,Hillary Wolf,Jedidiah Cohen,Victor Cole,Brittany Radcliffe,D. Danny Warhol,Tracy J. Connor,Sandra Macat,Peter Pantaleo,Lynn Mansbach,Richard J. Firfer,Jean-Claude Sciore,Edward Bruzan,Frank Cernugel,Eddie Korosa,Robert Okrzesik,Leo Perion,Vince Waidzulis;Jakość:select:0;DVD:0;0;Komedie;Świąteczne Evergreeny,                                            Świąteczne filmy dla dzieci,                                            XMAS,                                            XMAS kolekcje,                                            PROMOCJA;Polska;Chris Columbus;John Heard, Catherine O'Hara, Larry Hankinwięcej;lektor;Pakiet dwóch kultowych filmów o perypetiach Kevina McCallistera (Macaulay Culkin) i gamoniowatych włamywaczy (Joe Pesci i Daniel Stern). W pierwszej części próbują obrabować McCallissterów,  pod nieobecność rodziców. Z kolei w drugiej części akcja przenosi się do Nowego Jorku, gdzie złodzieje planują swój wielki skok. Bez tych filmów nie obejdzie się żaden świąteczny seans filmowy!;7321940509556;DVD;2021-12-08;Home Alone + Home Alone 2: Lost In New York;USA;1990;John Hughes;Approved, TV-PG;;bezpośredni dostęp do scen, menu interaktywne;16:9, 1,85:1;;;;keep case;[2xDVD]
40;8041270;Jurassic World Dominion [DVD];37.15;http://localhost/Kino/prestashop/img/p/40/40.jpg;Sam Neill,Jeff Goldblum,Laura Dern,Chris Pratt,BD Wong,Omar Sy,Bryce Dallas Howard,Campbell Scott,Kristoffer Polaha,Glynis Davies,Scott Haze,Dichen Lachman,Enzo Squillino Jr.,Elan Ross Gibson,Cokey Falkow,Lynn Hunter,Justice Smith,Ben Ashenden,Ben Cooke,Daniella Pineda,Elva Trill,DeWanda Wise,Alexander Owen,Varada Sethu,Freya Parker,Mamoudou Athie,Joe Azzopardi,Mo Brings Plenty,Dimitri 'Vegas' Thivaios,Isabella Sermon,Caleb Hearon,Ahir Shah,Emilie Jumeaux,Teresa Cendon-Garcia,Manuela Mora,Bastian Antonio Fuentes,Jasmine Chiu,Aisling Sharkey,Joel Elferink,Eleanor Tata,Cathleen Summers,Patrick Loungway,Michael Bendib,Yasmine Bouabid;Jakość:select:0;DVD:0;0;Przygodowe , Sensacyjne , Science Fiction;XMAS fabuła,                                            XMAS,                                            Jurassic World Dominion;Polska;Colin Trevorrow;Sam Neill, Jeff Goldblum, Laura Dernwięcej;dubbingnapisy;"Przeżyj zderzenie dwóch światów w sadze rozpoczętej przez film Park Jurajski, która zatoczyła koło w Jurassic World: Dominion. Cztery lata po zniszczeniu Isla Nublar dinozaury znowu wędrują po Ziemi. To, że te prehistoryczne drapieżniki ponownie zdominowały planetę, może mieć katastrofalne konsekwencje. Dwa pokolenia bohaterów jednoczą siły. Lekarze Ellie Sattler (Laura Dern), Ian Malcolm (Jeff Goldblum) i Alan Grant (Sam Neill) powracają, dołączają do Owena Grady (Chris Pratt) i Claire Dearing (Bryce Dallas Howard) i przeżywają niesamowitą przygodę, która raz na zawsze zadecyduje o losie ludzi i dinozaurów.";7321960601353;DVD;2022-09-08;Jurassic World Dominion;USA;2022;Michael Crichton, Colin Trevorrow, Derek Connolly, Emily Carmichael;PG-13;141;bezpośredni dostęp do scen, menu interaktywne;;;;;keep case;[1xDVD]
49;2953050;Nasze magiczne Encanto (Disney) [DVD];37.99;http://localhost/Kino/prestashop/img/p/49/49.jpg;John Leguizamo,Alan Tudyk,Olga Merediz,Wilmer Valderrama,Hector Elias,Stephanie Beatriz,Angie Cepeda,Diane Guerrero,Rose Portillo,Juan Castano,Carolina Gaitan,Rhenzy Feliz,Maluma,Sarah-Nicole Robles,María Cecilia Botero,Mauro Castillo,Jessica Darrow,Ravi Cabot-Conyers,Adassa,Noemi Josefina Flores,Jorge E. Ruiz Cano,Alyssa Bella Candiani,Paisley Herrera,Brooklyn Skylar Rodriguez,Ezra Rudulph;Jakość:select:0;DVD:0;0;Animacja;XMAS,                                            Disney DVD i Blu-ray,                                            PROMOCJA,                                            XMAS kids;;Byron Howard, Jared Bush, Charise Castro Smith;John Leguizamo, Alan Tudyk, Olga Meredizwięcej;dubbingnapisy;Witaj w "Naszym magicznym Encanto", pełnym porywających do tańca piosenek nagradzanego Lin-Manuela Mirandy! Ta bajecznie kolorowa produkcja Walt Disney Animation Studios przeniesie Cię w góry Kolumbii, gdzie w magicznym domu mieszka niezwykła rodzina Madrigal. Gdy zaczyna jej zagrażać nieznane niebezpieczeństwo ostatnią nadzieją okaże się Mirabel - jedyna z rodziny nieposiadająca magicznych mocy.;7321940509761;DVD;2022-07-13;Encanto;USA;2021;Lin-Manuel Miranda, Byron Howard, Charise Castro Smith, Jared Bush, Jason Hand, Nancy Kruse;PG;98;bezpośredni dostęp do scen, menu interaktywne;16:9;;;;keep case;[1xDVD]
32;1745960;Top Gun: Maverick [DVD];39.11;http://localhost/Kino/prestashop/img/p/32/32.jpg;Val Kilmer,Ed Harris,Tom Cruise,Jon Hamm,James Handy,Jennifer Connelly,Bob Stephenson,Glen Powell,Rachel Winfree,Charles Parnell,James Quach,Jean Louisa Kelly,Miles Teller,Jay Ellis,Nancy DeMars,Brandon Rush,Rachael Markarian,Mobin Khan,Raymond Lee,Kevin Pitcairn,Bashir Salahuddin,Chelsea Harris,Manny Jacinto,John Luder,Gerren Hall,Peter Mark Kendall,Brian Ferguson,Shannon Kane,Jake Picking,Lewis Pullman,Roberta Sparta,Jason Woods,Adam Pepper,Randy Davison,Monica Barbaro,Danny Ramirez,Sergio Briones,Andre Franco,Molly Malin,Chido Nwokocha,Conny Sharp,Austin Bowerman,Joseph Aro,Ernesto Chaverri,Carl Collanus,India Everett,Daniel Aryeh,Landon Gordon,Dana Byrne,Darnell Kirkwood,Ian Gary,Jennifer Messina,Tom Parks,Charlotte Xia,Stephanie Andrea Barron,Douglas Rouillard,Whylip Lee,Penelope Kapudija,Orion James,John Wilcox,Mark Anthony Cox,Kara Wang,Ghadir,Alexandra Kirr,Greg Tarzan Davis,Catherine Shrader Taylor,Alexandra Williams,Chaz Ingram,Madison A. Taylor,Tristan Henry,Doug Lito,Giulia Lupetti,Jack Emmel,Nicole Gilbert,Giancarlo Sta Cruz,Lyliana Wray,Skylar Witte,Jack Schumacher,Ari Huber,Leland Campbell,Alec Williams,John Visser,Janett Salas,John-Jonne Smith,Travis Fitzgerald,Amy S. Johnson,Ryan Kanfer,John Stableforth,Margatet Strabala,Ryan Heilmann,Shantel Limbo,Jason Robert Boles,Norman Ralph Eliasen,Jillian Moray,Lady Conny Sharples,Jill Pancio,Wyomi Reed,Filip Sertic;Jakość:select:0;DVD:0;-84.75;Dramaty , Akcja;Top Gun: Maverick;Polska;Joseph Kosinski;Val Kilmer, Ed Harris, Tom Cruisewięcej;lektornapisy;Po ponad trzydziestu latach w służbie amerykańskiej marynarki wojennej, jej czołowy pilot, Pete "Maverick" Mitchell jest tam, gdzie być powinien. Jako mistrz w swoim fachu testuje najnowocześniejsze maszyny. Kiedy powraca do TOP GUN, by wyszkolić elitarną grupę absolwentów musi zmierzyć się z duchami przeszłości i stanąć twarzą w twarz z porucznikiem Bradshawem, synem swojego zmarłego przyjaciela "Goose'a". Zaciekła rywalizacja wybucha, gdy piloci przygotowują się do misji. Od wybranych będzie ona wymagała największego poświęcenia.;7321955517485;DVD;2022-10-31;Top Gun: Maverick;USA, Chiny;2022, 2021;Ehren Kruger, Christopher McQuarrie, Peter Craig, Jim Cash, Jack Epps Jr., Eric Warren Singer, Justin Marks;PG-13;125;bezpośredni dostęp do scen, menu interaktywne;16:9;;;;keep case;[1xDVD]
44;11832046;Psi Patrol: Film [DVD];39.11;http://localhost/Kino/prestashop/img/p/44/44.jpg;Joe Pingue,Randall Park,Neil Crone,Kim Roberts,Tyler Perry,Jimmy Kimmel,Dax Shepard,Paul Braunstein,Yara Shahidi,Richard Binsley,Jamillah Ross,Josh Robert Thompson,Ron Pardo,Iain Armitage,Charlie Gallant,Callum Shoniker,Marsai Martin,Kim Kardashian,Keegan Hedley,Shayle Simons,Joshua Graham,Kingsley Marshall,Lilly Noelle Bartlam,Will Brisbin,Monique Alvarez;Jakość:select:0;DVD:0;0;Animacja , Komedie , Przygodowe;XMAS;Polska;Cal Brunker;Joe Pingue, Randall Park, Neil Cronewięcej;dubbing;"Psi Patrol wkracza do akcji? w swojej największej filmowej przygodzie!Humdinger, rywal psiaków i czarny charakter, zostaje burmistrzem Miasta Przygód i zaczyna siać w nim zamęt. Ryder i bohaterskie szczeniaki wrzucają wyższy bieg i stawiają czoła najtrudniejszej misji w swojej karierze. Znajdują nowego sojusznika, bystrego jamnika Liberty, i razem ruszają do akcji, by ocalić mieszkańców Miasta Przygód! Czy Psi Patrol zdoła ich uratować, zanim będzie za późno? W końcu żadne miasto nie jest za duże, ani żaden szczeniak nie jest za mały!";7321955516167;DVD;2022-11-23;PAW Patrol: The Movie;Kanada;2021;Keith Chapman, Billy Frolick, Cal Brunker, Bob Barlen;TV-G;82;bezpośredni dostęp do scen, menu interaktywne;;;;;keep case;[1xDVD]
55;12412888;Sonic 2. Szybki jak błyskawica [DVD];39.11;http://localhost/Kino/prestashop/img/p/55/55.jpg;Idris Elba,Rhys Williams,Mike Mitchell,James Marsden,Colleen O'Shaughnessey,Paul Lazenby,Jim Carrey,Tom Butler,Ben Schwartz,Simon Chin,Adam Pally,Shawn Stewart,Barry Nerling,Lee Majdoub,Fraser Corbett,Jeff Sanca,Scott Patey,Tika Sumpter,Johnson Phan,David Jacox,Don Lew,Shemar Moore,Natasha Rothwell,Ernie Jackson,Nito Larioza,Gerald Paetz,Rob 'Sluggo' Boyce,Elizabeth Bowen,Ted Barba,Kyle Riefsnyder,Angela Meryl,Colby Chartrand,Adrian Hein,Leif Havdale,Marcus Aurelio,Nilo Ghajar,Heath Stevenson,Doug Chapman,Vladimir Ruzich,Shay Kuebler,Melody Nosipho Niemann,Quinn Early,Robert Zen Humpage,Donna Jay Fulks,Tammy Nera,Kevin Mylrea,Jared Khalifa,Andrew Kyrzyk,Vladimir Raiman,Cheryl Lewis,Kevin Fortin,Sook Hexamer,Keiran Bohay,Jess Lundgren,Steve Chang,Brad Kalilimoku,Krista Alvarez,Alex Bogomolov,Eli Olson,Brennan Dyson,Mariah Dyson,Sarah Surh,Maria Ameerali,Parker Rowell-Laferriere,Corry Glass,Aiden Cass,Stanislav Galimkhanov,Shaun Magee,Yvetta Fisher,Saida Dyson,Katie Wright Pere,Ha'a Keaulana,Ashlei Tave,Tavita Woodard,Jason Triplett,Mike Rufino,Chad Keaulana;Jakość:select:0;DVD:0;0;Przygodowe , Animacja , Sensacyjne , Komedie;;Polska;Jeff Fowler;Idris Elba, Rhys Williams, Mike Mitchellwięcej;dubbingnapisy;Ulubiony niebieski jeż powraca w kolejnej przygodzie - SONIC 2: SZYBKI JAK BŁYSKAWICA. Po osiedleniu się w Green Hills, Sonic za wszelką cenę chce udowodnić, że może być prawdziwym bohaterem. Już wkrótce nadarza się ku temu okazja, ponieważ powraca Doktor Robotnik, tym razem ze swoim nowym pomocnikiem, Knucklesem. Ich nikczemny plan zakłada odnalezienie szmaragdu, który ma moc niszczenia cywilizacji. Sonic łączy siły z nowym przyjacielem Tailsem i wspólnie wyruszają w podróż, aby wpaść na trop szmaragdu, zanim trafi w niepowołane ręce.;7321955513319;DVD;2022-10-26;Sonic the Hedgehog 2;USA;2022;Josh Miller, John Whittington, Pat Casey;TV-PG, PG;117;bezpośredni dostęp do scen, menu interaktywne;16:9;;;;keep case;[1xDVD]
61;6467266;Sing 2 [DVD];39.99;http://localhost/Kino/prestashop/img/p/61/61.jpg;Tara Strong,Danny Mann,John Kassir,Bobby Cannavale,Scarlett Johansson,Nick Offerman,Matthew McConaughey,Fisher Stevens,Peter Serafinowicz,Cathy Cavadini,Barbara Harris,Reese Witherspoon,Julia Davis,Debra Wilson,Jennifer Saunders,Nick Kroll,Jason Schwartzman,Bono,Brian T. Delaney,Edgar Wright,Aaron Hendry,Pharrell Williams,Letitia Wright,Taron Egerton,Aaron Fors,Noreen Reardon,Adam Buxton,Wes Anderson,Doug Burch,Will Collyer,Scott Mosier,Colette Whitaker,Eric André,Regina Taufen,JP Karliak,Liza Seneca,Chelsea Peretti,Garth Jennings,Chris Renaud,Halsey,Hudson D'Andrea,Caspar Jennings,Tori Kelly,Asa Jennings,Igor Khait,Levi Nunez,Thomas Walters,Ava Kouloumbrakis,Jason Broad,Julianna Gamiz,Isa Hall,Louise Jennings,Ayden Soria,Nora Wyman,Remy Edgerly,George Griffiths,Katherine Kelloway,Vida Alves McConaughey,Joy Poirel,Adeline Krupinski Polidoro,Gary P. Rizzo,Gary A. Rizzo,Jack Stanton;Jakość:select:0;DVD:0;0;Animacja;XMAS;Polska;Garth Jennings, Christophe Lourdelet;Tara Strong, Danny Mann, John Kassirwięcej;dubbingnapisy;Ulubieni bohaterowie filmu Sing powracają w roztańczonej i rozśpiewanej produkcji studia Illumination! Optymistyczny koala Buster Moon i jego ekipa mają nowe, wielkie marzenie. Chcą zorganizować olśniewające show w światowej stolicy rozrywki, Redshore City. Jest tylko jeden haczyk: muszą przekonać największego rockowego outsidera, Claya Callowaya, aby do nich dołączył. Rosita, Ash, Johnny, Meena i Gunter powracają w nowym towarzystwie, wraz ze spektakularnymi przebojami w porywającym Sing 2! Poznaj niezwykłą moc muzyki, która potrafi uleczyć każde serce!;7321960601179;DVD;2022-05-13;Sing 2;USA;2021;Garth Jennings;PG;105;bezpośredni dostęp do scen, menu interaktywne;16:9;;;;keep case;[1xDVD]
72;1028532;Mój przyjaciel Hachiko [DVD];39.99;http://localhost/Kino/prestashop/img/p/72/72.jpg;David Boston,Richard Gere,Erick Avari,Cary-Hiroyuki Tagawa,Jason Alexander,Michael Kelly,John Franchi,Davenia McFadden,Joan Allen,Ellen Becker-Gray,Desiree April Connolly,Gary Roscoe,Bates Wilder,Russell Gibson,Donna Glee Reim,Americo Presciutti,Donald Warnock,Kevin DeCoste,Robert Capron,Vincent J. Earnshaw,Adam Masnyk,Albert Gornie,Patrick Mel Hayes,Steven Howitt,Eric Ryan,Rich Skinner,Gail Bruno,D.W. Cormier,Sarah Roemer,Troy Doherty,Becki Dennis,Robbie Sublett,Joseph Zamparelli,Denece Ryland,Timothy Crowe,Ryan Cultrera,Gloria Crist,Rich Tretheway,Oscar J. Castillo,Raymond Alongi,Roy Souza,Max Derderian,Mary Koomjian,Martin Montana,Ben Skinner,Tora HallstrĂśm,Tora Hallstrom,Donna Sorbello,Daniel Kirby,Thomas Tynell,Elizabeth Freeman,Morgan O'Brien,Rob Degnan,Frank S. Aronson,Ian Sherman,Blake Friedman,Luke Allard,Kira Arnold,Shane Farrell,Edward L. Papazian;Jakość:select:0;DVD:0;0;Biograficzne , Obyczajowe , Dramaty;WYŁĄCZNOŚĆ w DVDMAX;Polska;Lasse Hallström, Lasse HallstrĂśm;David Boston, Richard Gere, Erick Avariwięcej;lektornapisy;Profesor Wilson (Richard Gere) znajduje na stacji kolejowej uroczego, puchatego szczeniaka rasy Akita. Zabiera go do domu,, aby udzielić schronienia aż do chwili, kiedy zgłosi się po niego właściciel. Jednak nikt nie poszukuje psiaka, a rodzina, profesora szybko przyzwyczaja się do obecności puchatej kulki. Pies dostaje na imię Hachiko, wyrasta na dużego i mądrego, czworonoga, który staje się najwierniejszym i najbardziej oddanym przyjacielem profesora. Codziennie rano odprowadza go, na stację, a po południu czeka na niego na peronie. Ten rytuał powtarza się przez lata, dzień w dzień, niezależnie od pory, roku i pogody. Ale pewnego dnia profesor nie wraca z pracy... Od tego dnia Hachiko daje dowód tak wielkiej miłości i, wierności wobec swego pana, że legenda o tym najlepszym z przyjaciół trwa po dziś dzień.;5907561127700;DVD;2022-11-18;Hachi: A Dog's Tale;Wielka Brytania, USA, Wielka Brytania;2009;Kaneto Shindô, Stephen P. Lindsey, Kaneto ShindĂ´;G, TV-G;90;;16:9;;;;keep case;[1xDVD]
66;10648342;Thor: Miłość i grom [DVD];41.7;http://localhost/Kino/prestashop/img/p/66/66.jpg;Matt Damon,Sam Neill,Idris Elba,Stellan Skarsg?rd,Natalie Portman,Christian Bale,Russell Crowe,Bradley Cooper,Dave Bautista,Chris Pratt,Vin Diesel,Melissa McCarthy,Simon Russell Beale,Tessa Thompson,Ben Falcone,Chris Hemsworth,Kat Dennings,Elsa Pataky,Karen Gillan,Jaimie Alexander,Taika Waititi,Sean Gunn,Stellan Skarsgard,Pom Klementieff,Brett Goldstein,Andrew Crawford,Kuni Hashimoto,Stephen Curry,Stephen Hunter,Luke Hemsworth,Nico Cortez,Alan Dukes,Ben Sinclair,Eliza Matengu,Kaan Guldur,Arka Das,Greg Mitchell,Shari Sebbens,Yure Covich,Bobby Holland Hanton,Jonny Brugh,Brooke Satchwell,Zia Kelly,Priscilla Doueihy,Indiana Evans,Ava Caryofyllis,Luka Bale,Johnny Nasser,Gemma Dart,Adam Todd,Chloé Gouneau,Kim Doan,Simone Landers,Carly Rees,Suren Jayemanne,Natasha Cheng,Daley Pearson,Dianne Close,Briegh Winderbaum,Mayzie Winderbaum,Izaac Winderbaum,Alanis Long Borrello,Kieron L. Dyer,Manny Spero,Chanique Greyling,Rosangela Fasano,India Rose Hemsworth,Cameron Chapek,Tristan Hemsworth,Samson Alston,Alan Spies,Victoria Zerbst,Jenna Owen,Victoria Ferrara,Ava Rodrigo-Porter,Elsa Rodrigo-Porter,Indeia Booc,Indiana Ierano,Cayla Sutherland,Tui Vincent,Garth Wood,Matatia Foa'i,Alan Tsibulya,Simona Paparelli,Nicole Milinkovic,Chayla Korewha,Imaan Hadchiti,Carmen Foon,Clariza Vicente,Justin Paul Hitchcock,Nazih Kheir,Tatyana Gillam,Samantha Allsop,Olivia Vasquez,Josh Heuston,David Hambly,Janessa Dufty,Jane Yubin Kim,Dave Cory,Te Kainga O'Te Hinekahu Waititi,Sasha Hemsworth,Amalia Millepied,Molly Moriarty,Luc Barrett,Bo Chambers,Leeton Alan Ingrey,Jessica May Lynne,Sienna Ngeru,Gabriel Siemer,Arias Vang,Xander Mouradian,Matewa Kiritapu Waititi,Aleph Millepied,Joseph Bale,Hannah Gray,Luca Darda,Zali Mae Harrison,Evan Stanhope,Jaimee Rose Lynn,Rafael Siemer,Ronin Fabi,Corban Ierano,Jacob Yee;Jakość:select:0;DVD:0;0;Przygodowe , Akcja , Komedie , Sensacyjne;Marvel w promocyjnych cenach,                                            Thor: Miłość i grom;Polska;Taika Waititi;Matt Damon, Sam Neill, Idris Elbawięcej;dubbingnapisy;Więcej Thorów, więcej gromów! W filmie Marvel Studios "Thor: Miłość i grom" Bóg Piorunów (Chris Hemsworth) łączy siły z Walkirią, Korgiem i byłą dziewczyną Jane Foster (Natalie Portman), która stała się Potężną Thor. Razem muszą się zmierzyć z galaktycznym mordercą znanym jako Gorr Bogobójca (Christian Bale).;7321940510057;DVD;2022-10-05;Thor: Love and Thunder;Australia;2022;Stan Lee, Taika Waititi, Jennifer Kaytin Robinson, Jason Aaron;PG-13;114;bezpośredni dostęp do scen, menu interaktywne;;;;;keep case;[1xDVD]
45;5113044;Minionki: Wejście Gru [DVD];44.99;http://localhost/Kino/prestashop/img/p/45/45.jpg;Fred Tatasciore,Kevin Michael Richardson,Danny Trejo,John DiMaggio,Bob Bergen,Debi Derryberry,Steve Coogan,Dolph Lundgren,Mindy Sterling,Beau Billingslea,Jean-Claude Van Damme,Alan Arkin,Will Arnett,Steve Carell,James Sie,Barbara Harris,Debra Wilson,Michelle Yeoh,Lucy Lawless,Rza,Russell Brand,Taraji P. Henson,Dawnn Lewis,Julie Andrews,Kellen Goff,David Chen,Aaron Hendry,Jimmy O. Yang,David Randolph,Michael Beattie,Colette Whitaker,Will Collyer,Regina Taufen,Antonio Raul Corbo,JP Karliak,Evan Kishiyama,Ramone Hamilton,Pierre Coffin,Raymond S. Persi,Sam Lavagnino,Kyle Balda,Scarlett Estevez,Benjamin Plessala,Jake Green,Alex Puccinelli,Nev Scharrel,Meilee Condron,Levi Nunez,Meredith Pyle,Isa Hall,Amari McCoy,Nora Wyman,Catherine Cavadini,Carla Rempp,Nisa Ward;Jakość:select:0;DVD:0;0;Animacja , Przygodowe , Komedie , Dla dzieci;XMAS,                                            Minionki: Wejście Gru;Polska;Kyle Balda, Jonathan del Val, Brad Ableson;Fred Tatasciore, Kevin Michael Richardson, Danny Trejowięcej;dubbingnapisy;Późniejszy pan zła - Gru ma teraz 12 lat, mieszka na przedmieściach i w piwnicy knuje, jak zapanować nad światem. Kiedy niesławna grupa złoczyńców, o nazwie Straszliwa 6, pozbywa się swojego przywódcy, Gru próbuje wstąpić w jej szeregi. Staje się jednak jej śmiertelnym wrogiem i musi ratować się ucieczką. Pomagają mu w tym Minionki, które próbują opanować sztuki walki, aby stanąć w jego obronie. Gru tymczasem odkrywa, że nawet źli ludzie czasem potrzebują przyjaciół. Pełna humoru animacja Minionki: wejście Gru jest jeszcze bardziej emocjonująca niż wszystkie poprzednie części razem wzięte!;7321960601377;DVD;2022-10-13;Minions: The Rise of Gru;Francja, Japonia, USA;2022, 2021;Cinco Paul, Brian Lynch, Matthew Fogel;PG, TV-PG;83;bezpośredni dostęp do scen, menu interaktywne;16:9;;;;keep case;[1xDVD]
68;91369;Labirynt (30th Anniversary Edition) [DVD];57.44;http://localhost/Kino/prestashop/img/p/68/68.jpg;Kerry Shale,Timothy Bateson,Michael Hordern,David Bowie,Warwick Davis,David Healy,Frank Oz,Jennifer Connelly,Enn Reitel,John Bluthal,Robert Beatty,Richard Jones,Christopher Malcolm,Kenny Baker,Steve Whitmire,Sean Barrett,Peter Marinker,Michael Attwell,Louise Gold,Dave Goelz,Danny John-Jules,Kevin Clash,Anthony Jackson,Paul Grant,David Turner,Peter Burroughs,David Shaughnessy,Douglas Blackwell,Brian Henson,Mildred Shay,Jack Purvis,Malcolm Dixon,Jan Ravens,Denise Bryer,Nicholas Read,Shelley Thompson,Karen Prell,Percy Edwards,Peter Mandell,Peter Salmon,Paul Markham,David Alan Barclay,Michael Henbury Ballan,Rob Mills,Charles Augins,Danny Blackner,Katie Purvis,Linda Spriggs,Andrew Herd,Steve Nallon,Anthony Asbury,Toby Philpott,Kaefan Shaw,John Key,Sharon White,Toni Barry,Rollin Krewson,John Aron,Toby Clark,Tessa Crockett,Albert Wilkinson,Shari Weiser,Ron Mueck,Ian Thom,Cheryl Henson,Alistair Fullarton,Richard Bodkin,Elfrida Ashworth,Terry Dane,Anthony Georghiou,San Lee,Mark Lisle,Janis Mackintosh,Leonie Palette,Caroline Pope,Christopher Preston,Barrie J. Wilkinson,Toby Froud,Natalie Finland,Sherry Amott,Marc Antona,Margaret Foyer,Elizabeth A. Gilbert,Moira Grant,Derek Hartley,Douglas Howes,Penny Marsden,Kim Mendez,Wendy Millward,Peter Sim,Graeme Sneddon,Penny Stead,Graham Tudor-Phillips;Jakość:select:0;DVD:0;0;Musicale , Przygodowe , Dla dzieci , Fantasy;;Wielka Brytania;Jim Henson;Kerry Shale, Timothy Bateson, Michael Hordernwięcej;lektornapisy;;5035822072091;DVD;;Labyrinth;Wielka Brytania, USA;1986;Terry Jones, Jim Henson, Dennis Lee;;101;bezpośredni dostęp do scen, menu interaktywne;16:9, 2,35:1;;;;keep case;[1xDVD]
41;1745960;Top Gun: Kolekcja 2 Filmów [2DVD];67.35;http://localhost/Kino/prestashop/img/p/41/41.jpg;Val Kilmer,Ed Harris,Tom Cruise,Jon Hamm,James Handy,Jennifer Connelly,Bob Stephenson,Glen Powell,Rachel Winfree,Charles Parnell,James Quach,Jean Louisa Kelly,Miles Teller,Jay Ellis,Nancy DeMars,Brandon Rush,Rachael Markarian,Mobin Khan,Raymond Lee,Kevin Pitcairn,Bashir Salahuddin,Chelsea Harris,Manny Jacinto,John Luder,Gerren Hall,Peter Mark Kendall,Brian Ferguson,Shannon Kane,Jake Picking,Lewis Pullman,Roberta Sparta,Jason Woods,Adam Pepper,Randy Davison,Monica Barbaro,Danny Ramirez,Sergio Briones,Andre Franco,Molly Malin,Chido Nwokocha,Conny Sharp,Austin Bowerman,Joseph Aro,Ernesto Chaverri,Carl Collanus,India Everett,Daniel Aryeh,Landon Gordon,Dana Byrne,Darnell Kirkwood,Ian Gary,Jennifer Messina,Tom Parks,Charlotte Xia,Stephanie Andrea Barron,Douglas Rouillard,Whylip Lee,Penelope Kapudija,Orion James,John Wilcox,Mark Anthony Cox,Kara Wang,Ghadir,Alexandra Kirr,Greg Tarzan Davis,Catherine Shrader Taylor,Alexandra Williams,Chaz Ingram,Madison A. Taylor,Tristan Henry,Doug Lito,Giulia Lupetti,Jack Emmel,Nicole Gilbert,Giancarlo Sta Cruz,Lyliana Wray,Skylar Witte,Jack Schumacher,Ari Huber,Leland Campbell,Alec Williams,John Visser,Janett Salas,John-Jonne Smith,Travis Fitzgerald,Amy S. Johnson,Ryan Kanfer,John Stableforth,Margatet Strabala,Ryan Heilmann,Shantel Limbo,Jason Robert Boles,Norman Ralph Eliasen,Jillian Moray,Lady Conny Sharples,Jill Pancio,Wyomi Reed,Filip Sertic;Jakość:select:0;DVD:0;-56.510000000000005;Sensacyjne , Akcja , Dramaty;Top Gun: Maverick;Polska;Joseph Kosinski;Val Kilmer, Ed Harris, Tom Cruisewięcej;lektornapisy;Po ponad trzydziestu latach w służbie amerykańskiej marynarki wojennej, jej czołowy pilot, Pete "Maverick" Mitchell jest tam, gdzie być powinien. Jako mistrz w swoim fachu testuje najnowocześniejsze maszyny. Kiedy powraca do TOP GUN, by wyszkolić elitarną grupę absolwentów musi zmierzyć się z duchami przeszłości i stanąć twarzą w twarz z porucznikiem Bradshawem, synem swojego zmarłego przyjaciela "Goose'a". Zaciekła rywalizacja wybucha, gdy piloci przygotowują się do misji. Od wybranych będzie ona wymagała największego poświęcenia.;7321955446174;DVD;2022-10-31;Top Gun 2 Movie Collection;USA, Chiny;2021, 2022;Ehren Kruger, Christopher McQuarrie, Peter Craig, Jim Cash, Jack Epps Jr., Eric Warren Singer, Justin Marks;PG-13;105;bezpośredni dostęp do scen, menu interaktywne;16:9;;;;keep case;[2xDVD]
